날짜,,글 제목,게시글 URL,,,,댓글,조회수,,,,병원,작업자
2025-07-08,,다이어트 어떻게 하는거엿죠ㅠ,https://cafe.naver.com/fox5282/4257906,,,,2,59,,No,,밸런스랩성형외과 (내부용) (https://www.notion.so/21d286f326ff80489e35c25e18dcfcf9?pvs=21),김채운 매니저
2025-07-08,,워터밤 다녀와서 살 빼야겠다 다짐 함..,https://cafe.naver.com/feko/9671597,,,,8,128,,No,,밸런스랩성형외과 (내부용) (https://www.notion.so/21d286f326ff80489e35c25e18dcfcf9?pvs=21),김채운 매니저
2025-07-09,,허틈이랑 승마 조지고 싶은데 ,,,,,,,,No,,밸런스랩성형외과 (내부용) (https://www.notion.so/21d286f326ff80489e35c25e18dcfcf9?pvs=21),차예나 매니저
2025-07-09,,다이어트병원 정보 아시는 분들,https://cafe.naver.com/feko/9677620,,,,4,68,,No,,밸런스랩성형외과 (내부용) (https://www.notion.so/21d286f326ff80489e35c25e18dcfcf9?pvs=21),차예나 매니저
2025-07-09,,병원 알아볼시간에 하루라도 빨리 다이어트 할래요!,https://cafe.naver.com/feko/9676971,,,,2,21,,No,,밸런스랩성형외과 (내부용) (https://www.notion.so/21d286f326ff80489e35c25e18dcfcf9?pvs=21),김채운 매니저
2025-07-09,,복부 살 가져가실분...;;;,https://cafe.naver.com/feko/9676943,,,,9,78,,No,,밸런스랩성형외과 (내부용) (https://www.notion.so/21d286f326ff80489e35c25e18dcfcf9?pvs=21),김채운 매니저
2025-07-10,,다이어트 약 드셔보신분?,https://cafe.naver.com/fox5282/4262965,,,,5,37,,No,,밸런스랩성형외과 (내부용) (https://www.notion.so/21d286f326ff80489e35c25e18dcfcf9?pvs=21),김채운 매니저
2025-07-14,,다이어트 수액 맞아보신분?,https://cafe.naver.com/suddes/3932299,,,,2,10,,No,,밸런스랩성형외과 (내부용) (https://www.notion.so/21d286f326ff80489e35c25e18dcfcf9?pvs=21),김채운 매니저
2025-07-14,,지방추출주사 팔뚝에 받으신 분~~,https://cafe.naver.com/feko/9689917,,,,11,361,,No,,밸런스랩성형외과 (내부용) (https://www.notion.so/21d286f326ff80489e35c25e18dcfcf9?pvs=21),차예나 매니저
2025-07-14,,다이어트병원 정보 좀 알려주세요ㅠㅠ,https://cafe.naver.com/feko/9689721,,,,6,121,,No,,밸런스랩성형외과 (내부용) (https://www.notion.so/21d286f326ff80489e35c25e18dcfcf9?pvs=21),차예나 매니저
2025-07-15,,허벅지 지방추출주사 최근에 받으신 분,https://cafe.naver.com/feko/9694433,,,,6,258,,No,,밸런스랩성형외과 (내부용) (https://www.notion.so/21d286f326ff80489e35c25e18dcfcf9?pvs=21),차예나 매니저
2025-07-16,,그래도 두군데는 가보라해서...,https://cafe.naver.com/feko/9700828,,,,2,73,,No,,밸런스랩성형외과 (내부용) (https://www.notion.so/21d286f326ff80489e35c25e18dcfcf9?pvs=21),김채운 매니저
2025-07-17,,뱃살은 어떻게 빼야할까요ㅠㅠㅠ,https://cafe.naver.com/fox5282/4278359,,,,2,23,,No,,밸런스랩성형외과 (내부용) (https://www.notion.so/21d286f326ff80489e35c25e18dcfcf9?pvs=21),김채운 매니저
2025-07-17,,팔뚝살이 너무 문제라서 고민이에요,https://cafe.naver.com/feko/9703761,,,,4,67,,No,,밸런스랩성형외과 (내부용) (https://www.notion.so/21d286f326ff80489e35c25e18dcfcf9?pvs=21),차예나 매니저
2025-07-17,,강남에 다이어트수액 맞을 수 있는 병원이요,https://cafe.naver.com/feko/9703287,,,,5,195,,No,,밸런스랩성형외과 (내부용) (https://www.notion.so/21d286f326ff80489e35c25e18dcfcf9?pvs=21),차예나 매니저
2025-07-21,,지방추출주사 여름에 받아도 되나요?,https://cafe.naver.com/feko/9714595,,,,4,195,,No,,밸런스랩성형외과 (내부용) (https://www.notion.so/21d286f326ff80489e35c25e18dcfcf9?pvs=21),차예나 매니저
2025-07-21,,다이어트병원 가보려는데 부작용 없이 빼려면요~,https://cafe.naver.com/feko/9714230,,,,2,36,,No,,밸런스랩성형외과 (내부용) (https://www.notion.so/21d286f326ff80489e35c25e18dcfcf9?pvs=21),차예나 매니저
2025-07-22,,지방추출주사로 살뺀거 생각보다 유지 잘되는거 같아요,https://cafe.naver.com/feko/9720671,,,,10,113,,No,,밸런스랩성형외과 (내부용) (https://www.notion.so/21d286f326ff80489e35c25e18dcfcf9?pvs=21),차예나 매니저
2025-07-22,,복부 상담 가보려구요,https://cafe.naver.com/feko/9720446,,,,2,31,,No,,밸런스랩성형외과 (내부용) (https://www.notion.so/21d286f326ff80489e35c25e18dcfcf9?pvs=21),김채운 매니저
2025-07-22,,다이어트병원 다니면서 살빼면 많이 빠져요?,https://cafe.naver.com/feko/9720523,,,,5,91,,No,,밸런스랩성형외과 (내부용) (https://www.notion.so/21d286f326ff80489e35c25e18dcfcf9?pvs=21),차예나 매니저
2025-07-23,,,https://cafe.naver.com/feko/9725257,,,,0,0,,No,,밸런스랩성형외과 (내부용) (https://www.notion.so/21d286f326ff80489e35c25e18dcfcf9?pvs=21),김채운 매니저
2025-07-24,,다이어트 상담이라도 받아보려구요,https://cafe.naver.com/fox5282/4291730,,,,3,12,,No,,밸런스랩성형외과 (내부용) (https://www.notion.so/21d286f326ff80489e35c25e18dcfcf9?pvs=21),김채운 매니저
2025-07-24,,내장지방 뺄때 식단하면서 다이어트수액 + 비만약,https://cafe.naver.com/feko/9727797,,,,7,69,,No,,밸런스랩성형외과 (내부용) (https://www.notion.so/21d286f326ff80489e35c25e18dcfcf9?pvs=21),차예나 매니저
2025-07-25,,다이어트 수액 관심있는데요,https://cafe.naver.com/juliett00/1476295,,,,2,8,,No,,밸런스랩성형외과 (내부용) (https://www.notion.so/21d286f326ff80489e35c25e18dcfcf9?pvs=21),김채운 매니저
2025-07-28,,복부랑 팔뚝 같이 받을수있을까요?,https://cafe.naver.com/feko/9739993,,,,10,122,,No,,밸런스랩성형외과 (내부용) (https://www.notion.so/21d286f326ff80489e35c25e18dcfcf9?pvs=21),김채운 매니저
2025-07-29,,팔뚝 살 빼고 싶거든요,https://cafe.naver.com/feko/9742262,,,,2,63,,No,,밸런스랩성형외과 (내부용) (https://www.notion.so/21d286f326ff80489e35c25e18dcfcf9?pvs=21),차예나 매니저
2025-07-29,,다이어트 하려고 하는데 ㅠㅠ,https://cafe.naver.com/feko/9742142,,,,8,67,,No,,밸런스랩성형외과 (내부용) (https://www.notion.so/21d286f326ff80489e35c25e18dcfcf9?pvs=21),차예나 매니저
2025-07-30,,지방추출주사 병원 생각보다 많네요!,https://cafe.naver.com/feko/9748365,,,,4,133,,No,,밸런스랩성형외과 (내부용) (https://www.notion.so/21d286f326ff80489e35c25e18dcfcf9?pvs=21),김채운 매니저
2025-07-30,,다이어트 전문의 상담받아보고 결정하고싶어요ㅠㅠ,https://cafe.naver.com/feko/9748305,,,,4,50,,No,,밸런스랩성형외과 (내부용) (https://www.notion.so/21d286f326ff80489e35c25e18dcfcf9?pvs=21),김채운 매니저
2025-07-30,,살빼려고 신사에 다이어트병원 상담 잡았는데,https://cafe.naver.com/feko/9746167,,,,1,22,,No,,밸런스랩성형외과 (내부용) (https://www.notion.so/21d286f326ff80489e35c25e18dcfcf9?pvs=21),차예나 매니저
2025-07-31,,상체비만 살 어떻게 빼요..?,https://cafe.naver.com/suddes/3940293,,,,2,18,,No,,밸런스랩성형외과 (내부용) (https://www.notion.so/21d286f326ff80489e35c25e18dcfcf9?pvs=21),김채운 매니저
2025-07-31,,다이어트 수액도 물어볼겸 상담 가볼까봐요,https://cafe.naver.com/suddes/3940176,,,,1,9,,No,,밸런스랩성형외과 (내부용) (https://www.notion.so/21d286f326ff80489e35c25e18dcfcf9?pvs=21),김채운 매니저
2025-07-31,,다이어트수액 비만약 효과 좋아요,https://cafe.naver.com/feko/9750722,,,,8,387,,No,,밸런스랩성형외과 (내부용) (https://www.notion.so/21d286f326ff80489e35c25e18dcfcf9?pvs=21),차예나 매니저
2025-08-04,,다이어트수액 맞으면서 살빼려고 하는데요,https://cafe.naver.com/feko/9763583,,,,4,97,,No,,밸런스랩성형외과 (내부용) (https://www.notion.so/21d286f326ff80489e35c25e18dcfcf9?pvs=21),차예나 매니저
2025-08-05,,다이어트수액 맞을 수 있는 병원 좀 알려주세요,https://cafe.naver.com/feko/9767997,,,,5,87,,No,,밸런스랩성형외과 (내부용) (https://www.notion.so/21d286f326ff80489e35c25e18dcfcf9?pvs=21),차예나 매니저
2025-08-06,,내일 허벅지 지방 뽑으러 가는데 엄마랑 같이 갈까요?,https://cafe.naver.com/feko/9772070,,,,2,62,,No,,밸런스랩성형외과 (내부용) (https://www.notion.so/21d286f326ff80489e35c25e18dcfcf9?pvs=21),김채운 매니저
2025-08-07,,지방추출주사 팔뚝 잘하는 병원 좀요,https://cafe.naver.com/feko/9774330,,,,10,187,,No,,밸런스랩성형외과 (내부용) (https://www.notion.so/21d286f326ff80489e35c25e18dcfcf9?pvs=21),차예나 매니저
2025-08-08,,다이어트 처방 받아볼까봐요ㅠ,https://cafe.naver.com/feko/9781091,,,,4,44,,No,,밸런스랩성형외과 (내부용) (https://www.notion.so/21d286f326ff80489e35c25e18dcfcf9?pvs=21),김채운 매니저
2025-08-11,,지방추출주사 잘하는병원 추천해주세요,https://cafe.naver.com/feko/9788062,,,,4,150,,No,,밸런스랩성형외과 (내부용) (https://www.notion.so/21d286f326ff80489e35c25e18dcfcf9?pvs=21),차예나 매니저
2025-08-12,,요즘 다들 왜이렇게 팔뚝이 얇아요..?ㅠㅠ,https://cafe.naver.com/feko/9792145,,,,7,126,,No,,밸런스랩성형외과 (내부용) (https://www.notion.so/21d286f326ff80489e35c25e18dcfcf9?pvs=21),김채운 매니저
2025-08-12,,손품 중 ㅜ 팔뚝 좀 얇아지게 빼려고 하는데 어떤것들 물어봐야해요?,https://cafe.naver.com/feko/9790895,,,,2,48,,No,,밸런스랩성형외과 (내부용) (https://www.notion.so/21d286f326ff80489e35c25e18dcfcf9?pvs=21),차예나 매니저
2025-08-13,,밸런스랩에서 다이어트 해보신분 계신가요?,https://cafe.naver.com/suddes/3945687,,,,1,10,,No,,밸런스랩성형외과 (내부용) (https://www.notion.so/21d286f326ff80489e35c25e18dcfcf9?pvs=21),김채운 매니저
2025-08-13,,허벅지 허틈 좀 생겼으면 하는데요ㅠㅠㅠ,https://cafe.naver.com/feko/9795235,,,,5,65,,No,,밸런스랩성형외과 (내부용) (https://www.notion.so/21d286f326ff80489e35c25e18dcfcf9?pvs=21),차예나 매니저
2025-08-13,,다이어트병원 살빠지는 수액 몇번이나 받는게 효과 좋아요~?,https://cafe.naver.com/feko/9795003,,,,1,43,,No,,밸런스랩성형외과 (내부용) (https://www.notion.so/21d286f326ff80489e35c25e18dcfcf9?pvs=21),차예나 매니저
2025-08-14,,다이어트 상담가면 어떻게 상담해줘요?,https://cafe.naver.com/feko/9801303,,,,2,41,,No,,밸런스랩성형외과 (내부용) (https://www.notion.so/21d286f326ff80489e35c25e18dcfcf9?pvs=21),김채운 매니저
2025-08-18,,지방추출주사 상담 가보려구요,https://cafe.naver.com/feko/9808723,,,,4,72,,No,,밸런스랩성형외과 (내부용) (https://www.notion.so/21d286f326ff80489e35c25e18dcfcf9?pvs=21),김채운 매니저
2025-08-18,,저 병원 상담 받아보고 다이어트 시작해보려구요!,https://cafe.naver.com/suddes/3946982,,,,2,12,,No,,밸런스랩성형외과 (내부용) (https://www.notion.so/21d286f326ff80489e35c25e18dcfcf9?pvs=21),김채운 매니저
2025-08-18,,뱃살 때문에 지방추출주사 받을까 고민중,https://cafe.naver.com/feko/9806611,,,,4,39,,No,,밸런스랩성형외과 (내부용) (https://www.notion.so/21d286f326ff80489e35c25e18dcfcf9?pvs=21),차예나 매니저
2025-08-19,,의지부족이라 다이어트 병원 가볼까봐요ㅠ,https://cafe.naver.com/juliett00/1490465,,,,3,19,,No,,밸런스랩성형외과 (내부용) (https://www.notion.so/21d286f326ff80489e35c25e18dcfcf9?pvs=21),김채운 매니저
2025-08-19,,지방추출주사 원장님 추천해주세요!,https://cafe.naver.com/feko/9812862,,,,7,239,,No,,밸런스랩성형외과 (내부용) (https://www.notion.so/21d286f326ff80489e35c25e18dcfcf9?pvs=21),김채운 매니저
2025-08-19,,다이어트수액 효과,https://cafe.naver.com/feko/9811218,,,,2,112,,No,,밸런스랩성형외과 (내부용) (https://www.notion.so/21d286f326ff80489e35c25e18dcfcf9?pvs=21),차예나 매니저
2025-08-20,,다이어트 상담 제발 맘에 들었음 좋겠어요!,https://cafe.naver.com/feko/9817794,,,,2,46,,No,,밸런스랩성형외과 (내부용) (https://www.notion.so/21d286f326ff80489e35c25e18dcfcf9?pvs=21),김채운 매니저
2025-08-21,,밸런스랩 지힐링 신사에그 팔뚝 지방추출주사,https://cafe.naver.com/feko/9820845,,,,7,349,,No,,밸런스랩성형외과 (내부용) (https://www.notion.so/21d286f326ff80489e35c25e18dcfcf9?pvs=21),차예나 매니저
2025-08-21,,다이어트수액 맞으면 어떤 효과 있는지 좀 알려주세용,https://cafe.naver.com/feko/9820203,,,,1,23,,No,,밸런스랩성형외과 (내부용) (https://www.notion.so/21d286f326ff80489e35c25e18dcfcf9?pvs=21),차예나 매니저
2025-08-25,,저도 뼈팔 만들고싶어요ㅠㅠㅠ,https://cafe.naver.com/feko/9833564,,,,7,101,,No,,밸런스랩성형외과 (내부용) (https://www.notion.so/21d286f326ff80489e35c25e18dcfcf9?pvs=21),김채운 매니저
2025-08-25,,밸런스랩성형외과 지방추출주사 아웃핏,https://cafe.naver.com/feko/9831627,,,,2,243,,No,,밸런스랩성형외과 (내부용) (https://www.notion.so/21d286f326ff80489e35c25e18dcfcf9?pvs=21),차예나 매니저
2025-08-25,,,https://cafe.naver.com/subinmaple/87189,,,,0,0,,No,,밸런스랩성형외과 (내부용) (https://www.notion.so/21d286f326ff80489e35c25e18dcfcf9?pvs=21),차예나 매니저
2025-08-26,,다이어트 약 처방받아보려구요ㅠ,https://cafe.naver.com/feko/9838195,,,,7,166,,No,,밸런스랩성형외과 (내부용) (https://www.notion.so/21d286f326ff80489e35c25e18dcfcf9?pvs=21),김채운 매니저
2025-08-27,,사무직 다이어트 꿀팁 있을까요,https://cafe.naver.com/feko/9841091,,,,15,96,,No,,밸런스랩성형외과 (내부용) (https://www.notion.so/21d286f326ff80489e35c25e18dcfcf9?pvs=21),차예나 매니저
2025-08-28,,마운자로 다이어트 하고 계신분?,https://cafe.naver.com/feko/9847296,,,,4,200,,No,,밸런스랩성형외과 (내부용) (https://www.notion.so/21d286f326ff80489e35c25e18dcfcf9?pvs=21),김채운 매니저
2025-08-28,,팔뚝 지방추출주사 상담 받아보신분!?,https://cafe.naver.com/feko/9847155,,,,2,68,,No,,밸런스랩성형외과 (내부용) (https://www.notion.so/21d286f326ff80489e35c25e18dcfcf9?pvs=21),김채운 매니저
2025-08-28,,밸런스랩 아웃핏주사 잘하는 원장님이요....,https://cafe.naver.com/feko/9847083,,,,2,304,,No,,밸런스랩성형외과 (내부용) (https://www.notion.so/21d286f326ff80489e35c25e18dcfcf9?pvs=21),차예나 매니저
2025-08-28,,마운자로 처방에 다이어트수액까지 같이 맞는거 어떨까요,https://cafe.naver.com/feko/9846828,,,,4,1096,,No,,밸런스랩성형외과 (내부용) (https://www.notion.so/21d286f326ff80489e35c25e18dcfcf9?pvs=21),차예나 매니저
2025-08-29,,지방추출주사 원장님까지 정했으니 상담 가보려구요~,https://cafe.naver.com/feko/9849663,,,,3,52,,No,,밸런스랩성형외과 (내부용) (https://www.notion.so/21d286f326ff80489e35c25e18dcfcf9?pvs=21),김채운 매니저
2025-09-01,,밸런스랩 다이어트 프로그램 해보신분 계신가요?,https://cafe.naver.com/feko/9858104,,,,1,19,,No,,밸런스랩성형외과 (내부용) (https://www.notion.so/21d286f326ff80489e35c25e18dcfcf9?pvs=21),김채운 매니저
2025-09-01,,밸런스랩 개념원리 다이어트 맞춤수액 효과,https://cafe.naver.com/feko/9857706,,,,1,54,,No,,밸런스랩성형외과 (내부용) (https://www.notion.so/21d286f326ff80489e35c25e18dcfcf9?pvs=21),차예나 매니저
2025-09-02,,허벅지 살 빼내고싶어요ㅠㅠ,https://cafe.naver.com/feko/9862545,,,,7,87,,No,,밸런스랩성형외과 (내부용) (https://www.notion.so/21d286f326ff80489e35c25e18dcfcf9?pvs=21),김채운 매니저
2025-09-02,,다이어트수액이나 약 어때요??,https://cafe.naver.com/feko/9861697,,,,7,59,,No,,밸런스랩성형외과 (내부용) (https://www.notion.so/21d286f326ff80489e35c25e18dcfcf9?pvs=21),차예나 매니저
2025-09-04,,팔뚝 뭐라도 하고싶어요ㅠㅠ,https://cafe.naver.com/feko/9871428,,,,5,97,,No,,밸런스랩성형외과 (내부용) (https://www.notion.so/21d286f326ff80489e35c25e18dcfcf9?pvs=21),김채운 매니저
2025-09-05,,다이어트 종류도 엄청 많네요!?,https://cafe.naver.com/feko/9875587,,,,6,79,,No,,밸런스랩성형외과 (내부용) (https://www.notion.so/21d286f326ff80489e35c25e18dcfcf9?pvs=21),김채운 매니저
2025-09-08,,지방추출주사 받으려고 병원 알아봅니다,https://cafe.naver.com/feko/9880180,,,,4,62,,No,,밸런스랩성형외과 (내부용) (https://www.notion.so/21d286f326ff80489e35c25e18dcfcf9?pvs=21),차예나 매니저
2025-09-08,,단기간 다이어트하려고 후기 보는 중..ㅎㅎ,https://cafe.naver.com/feko/9880084,,,,2,28,,No,,밸런스랩성형외과 (내부용) (https://www.notion.so/21d286f326ff80489e35c25e18dcfcf9?pvs=21),차예나 매니저
2025-09-09,,강남 신사 마운자로 처방 받으신 분 계세요?,https://cafe.naver.com/subinmaple/88393,,,,2,220,,No,,밸런스랩성형외과 (내부용) (https://www.notion.so/21d286f326ff80489e35c25e18dcfcf9?pvs=21),차예나 매니저
2025-09-10,,다이어트 더 미루면 안될것같아서 상담 가보려구요,https://cafe.naver.com/feko/9891125,,,,4,32,,No,,밸런스랩성형외과 (내부용) (https://www.notion.so/21d286f326ff80489e35c25e18dcfcf9?pvs=21),김채운 매니저
2025-09-10,,팔뚝 지방추출주사 깔끔하게 잘하는 병원 알려주세용,https://cafe.naver.com/feko/9889897,,,,5,124,,No,,밸런스랩성형외과 (내부용) (https://www.notion.so/21d286f326ff80489e35c25e18dcfcf9?pvs=21),차예나 매니저
2025-09-10,,다이어트수액 효과 좋은가요(?) 어떻게 다른지 궁금해요,https://cafe.naver.com/feko/9889296,,,,2,49,,No,,밸런스랩성형외과 (내부용) (https://www.notion.so/21d286f326ff80489e35c25e18dcfcf9?pvs=21),차예나 매니저
2025-09-11,,연휴 전에 팔뚝 받을수있을까요~?,https://cafe.naver.com/feko/9895814,,,,3,62,,No,,밸런스랩성형외과 (내부용) (https://www.notion.so/21d286f326ff80489e35c25e18dcfcf9?pvs=21),김채운 매니저
2025-09-11,,다음주.. 드뎌 팔뚝 지방추출주사 받아요,https://cafe.naver.com/feko/9894316,,,,11,79,,No,,밸런스랩성형외과 (내부용) (https://www.notion.so/21d286f326ff80489e35c25e18dcfcf9?pvs=21),차예나 매니저
2025-09-11,,마운자로 처방 다이어트수액 밸런스랩,https://cafe.naver.com/feko/9894181,,,,1,51,,No,,밸런스랩성형외과 (내부용) (https://www.notion.so/21d286f326ff80489e35c25e18dcfcf9?pvs=21),차예나 매니저
2025-09-12,,밸런스랩 다이어트 프로그램 어때요?,https://cafe.naver.com/suddes/3959525,,,,1,10,,No,,밸런스랩성형외과 (내부용) (https://www.notion.so/21d286f326ff80489e35c25e18dcfcf9?pvs=21),김채운 매니저
2025-09-15,,허벅지 아웃핏주사 받으신 분 계세요?!,https://cafe.naver.com/feko/9906529,,,,1,38,,No,,밸런스랩성형외과 (내부용) (https://www.notion.so/21d286f326ff80489e35c25e18dcfcf9?pvs=21),차예나 매니저
2025-09-15,,일단 다이어트 상담이라도 받아보려구요,https://cafe.naver.com/feko/9906143,,,,4,19,,No,,밸런스랩성형외과 (내부용) (https://www.notion.so/21d286f326ff80489e35c25e18dcfcf9?pvs=21),김채운 매니저
2025-09-16,,전체적으로 살 빼는 방법ㅠㅠ,https://cafe.naver.com/feko/9910736,,,,5,51,,No,,밸런스랩성형외과 (내부용) (https://www.notion.so/21d286f326ff80489e35c25e18dcfcf9?pvs=21),김채운 매니저
2025-09-16,,"지팻, 아웃핏, 룩팻 중에 허틈 받아보신분!?",https://cafe.naver.com/feko/9910511,,,,7,229,,No,,밸런스랩성형외과 (내부용) (https://www.notion.so/21d286f326ff80489e35c25e18dcfcf9?pvs=21),김채운 매니저
2025-09-16,,두달만에 요요로 살이 좀 많이 쪘는데ㅜㅜ 다이어트수액 효과,https://cafe.naver.com/feko/9909875,,,,1,28,,No,,밸런스랩성형외과 (내부용) (https://www.notion.so/21d286f326ff80489e35c25e18dcfcf9?pvs=21),차예나 매니저
2025-09-17,,허벅지 살 빼는 방법....,https://cafe.naver.com/feko/9915076,,,,4,48,,No,,밸런스랩성형외과 (내부용) (https://www.notion.so/21d286f326ff80489e35c25e18dcfcf9?pvs=21),김채운 매니저
2025-09-17,,밸런스랩 다이어트 관리 받아보신 분,https://cafe.naver.com/feko/9914466,,,,5,137,,No,,밸런스랩성형외과 (내부용) (https://www.notion.so/21d286f326ff80489e35c25e18dcfcf9?pvs=21),차예나 매니저
2025-09-18,,밸런스랩 다이어트 상담 다녀와보게요,https://cafe.naver.com/suddes/3962262,,,,1,6,,No,,밸런스랩성형외과 (내부용) (https://www.notion.so/21d286f326ff80489e35c25e18dcfcf9?pvs=21),김채운 매니저
2025-09-18,,팔뚝 지방추출 상담 가보려구요,https://cafe.naver.com/feko/9919674,,,,4,44,,No,,밸런스랩성형외과 (내부용) (https://www.notion.so/21d286f326ff80489e35c25e18dcfcf9?pvs=21),김채운 매니저
2025-09-18,,허틈라인 생기게 튀어나온 살들 싹 썰어버리고 싶다..,https://cafe.naver.com/feko/9919479,,,,4,53,,No,,밸런스랩성형외과 (내부용) (https://www.notion.so/21d286f326ff80489e35c25e18dcfcf9?pvs=21),차예나 매니저
2025-09-18,,추석 지나고 다이어트를 할지 전부터 바짝 관리를 할지...,https://cafe.naver.com/feko/9919046,,,,5,48,,No,,밸런스랩성형외과 (내부용) (https://www.notion.so/21d286f326ff80489e35c25e18dcfcf9?pvs=21),차예나 매니저
2025-09-19,,지방추출주사 잘하는 병원들 찾아요ㅜㅜ,https://cafe.naver.com/feko/9924092,,,,2,62,,No,,밸런스랩성형외과 (내부용) (https://www.notion.so/21d286f326ff80489e35c25e18dcfcf9?pvs=21),차예나 매니저
2025-09-22,,결혼전 다이어트 남자친구랑 같이하려구요!,https://cafe.naver.com/feko/9930746,,,,2,28,,No,,밸런스랩성형외과 (내부용) (https://www.notion.so/21d286f326ff80489e35c25e18dcfcf9?pvs=21),김채운 매니저
2025-09-22,,허벅지 지방추출주사 원장님 추천해주세요,https://cafe.naver.com/feko/9930258,,,,5,120,,No,,밸런스랩성형외과 (내부용) (https://www.notion.so/21d286f326ff80489e35c25e18dcfcf9?pvs=21),김채운 매니저
2025-09-22,,다이어트수액 효과랑 성분 좀 알려주실 분ㅜㅜ,https://cafe.naver.com/feko/9929749,,,,2,71,,No,,밸런스랩성형외과 (내부용) (https://www.notion.so/21d286f326ff80489e35c25e18dcfcf9?pvs=21),차예나 매니저
2025-09-23,,,https://cafe.naver.com/feko/9935237,,,,0,0,,No,,밸런스랩성형외과 (내부용) (https://www.notion.so/21d286f326ff80489e35c25e18dcfcf9?pvs=21),김채운 매니저
2025-09-23,,다이어트약과 다이어트수액 효과 궁금해요,https://cafe.naver.com/subinmaple/89496,,,,7,102,,No,,밸런스랩성형외과 (내부용) (https://www.notion.so/21d286f326ff80489e35c25e18dcfcf9?pvs=21),차예나 매니저
2025-09-24,,밸런스랩 지방추출주사 궁금해요!,https://cafe.naver.com/fox5282/4409239,,,,3,55,,No,,밸런스랩성형외과 (내부용) (https://www.notion.so/21d286f326ff80489e35c25e18dcfcf9?pvs=21),김채운 매니저
2025-09-24,,부작용 없는 다이어트수액이랑 다이어트약 정보,https://cafe.naver.com/feko/9939423,,,,5,38,,No,,밸런스랩성형외과 (내부용) (https://www.notion.so/21d286f326ff80489e35c25e18dcfcf9?pvs=21),차예나 매니저
2025-09-25,,팔뚝살이랑 허벅지살 어떻게 빼는거에요?ㅠㅠ,https://cafe.naver.com/feko/9944993,,,,12,90,,No,,밸런스랩성형외과 (내부용) (https://www.notion.so/21d286f326ff80489e35c25e18dcfcf9?pvs=21),김채운 매니저
