날짜,,글 제목,게시글 URL,,,,댓글,조회수,,,,병원,작업자
2025-10-29,,실리프팅 상담 가보는게 답이네요,https://cafe.naver.com/feko/10041567,,,,23,179,,,,A&A (내부용) (https://www.notion.so/A-A-223286f326ff80c587ead1395d06302c?pvs=21),김채운 매니저
2025-10-28,,밸런스랩성형외과 실리프팅 상담받고 예약까지 완료!,https://cafe.naver.com/feko/10037698,,,,9,381,,,,A&A (내부용) (https://www.notion.so/A-A-223286f326ff80c587ead1395d06302c?pvs=21),김채운 매니저
2025-10-20,,밸런스랩 투명브이리프팅 왜 안해요...?,https://cafe.naver.com/feko/10008418,,,,0,1301,,,,A&A (내부용) (https://www.notion.so/A-A-223286f326ff80c587ead1395d06302c?pvs=21),김채운 매니저
2025-10-15,,밸런스랩 실리프팅 상담완료!,https://cafe.naver.com/feko/9993942,,,,100,2802,,,,A&A (내부용) (https://www.notion.so/A-A-223286f326ff80c587ead1395d06302c?pvs=21),김채운 매니저
2025-10-13,,밸런스랩성형외과 라포엘실 효과 너무 좋아요,https://cafe.naver.com/feko/9983376,,,,10,238,,,,A&A (내부용) (https://www.notion.so/A-A-223286f326ff80c587ead1395d06302c?pvs=21),김채운 매니저
2025-09-29,,실리프팅 회복 빠른편이네요!?,https://cafe.naver.com/feko/9952441,,,,7,118,,,,A&A (내부용) (https://www.notion.so/A-A-223286f326ff80c587ead1395d06302c?pvs=21),김채운 매니저
2025-09-26,,엄마랑 같이 라포엘실로 실리프팅 받았어요!,https://cafe.naver.com/feko/9946914,,,,1,38,,,,A&A (내부용) (https://www.notion.so/A-A-223286f326ff80c587ead1395d06302c?pvs=21),김채운 매니저
2025-09-24,,투명브이리프팅 완전 추천ㅠㅠㅠ,https://cafe.naver.com/feko/9938427,,,,17,419,,,,A&A (내부용) (https://www.notion.so/A-A-223286f326ff80c587ead1395d06302c?pvs=21),김채운 매니저
2025-09-23,,실리프팅 라포엘실로 받기로 했어요,https://cafe.naver.com/feko/9933448,,,,39,283,,,,A&A (내부용) (https://www.notion.so/A-A-223286f326ff80c587ead1395d06302c?pvs=21),김채운 매니저
2025-09-18,,실리프팅 회복 빨라서 좋은데요!?,https://cafe.naver.com/feko/9917783,,,,5,102,,,,A&A (내부용) (https://www.notion.so/A-A-223286f326ff80c587ead1395d06302c?pvs=21),김채운 매니저
2025-09-16,,밸런스랩 실리프팅 맛집 인정!!,https://cafe.naver.com/feko/9908702,,,,126,1206,,,,A&A (내부용) (https://www.notion.so/A-A-223286f326ff80c587ead1395d06302c?pvs=21),김채운 매니저
2025-09-15,,엄마랑 라포엘실로 실리프팅 받기로 했어요!,https://cafe.naver.com/feko/9904040,,,,4,29,,,,A&A (내부용) (https://www.notion.so/A-A-223286f326ff80c587ead1395d06302c?pvs=21),김채운 매니저
2025-09-12,,실리프팅 상담 무조건 받아보세요,https://cafe.naver.com/feko/9897683,,,,4,64,,,,A&A (내부용) (https://www.notion.so/A-A-223286f326ff80c587ead1395d06302c?pvs=21),김채운 매니저
2025-09-09,,팔자주름 실리프팅 효과 짱...,https://cafe.naver.com/feko/9883900,,,,5,235,,,,A&A (내부용) (https://www.notion.so/A-A-223286f326ff80c587ead1395d06302c?pvs=21),김채운 매니저
2025-09-03,,엄마 라포엘실로 실리프팅 예약 잡고왔어요!,https://cafe.naver.com/feko/9864867,,,,16,98,,,,A&A (내부용) (https://www.notion.so/A-A-223286f326ff80c587ead1395d06302c?pvs=21),김채운 매니저
2025-08-25,,실리프팅 상담 다녀보는게 제일 정확하다,https://cafe.naver.com/feko/9831145,,,,4,47,,,,A&A (내부용) (https://www.notion.so/A-A-223286f326ff80c587ead1395d06302c?pvs=21),김채운 매니저
2025-08-20,,라포엘실 효과 좋은것같아요!,https://cafe.naver.com/feko/9815422,,,,10,122,,,,A&A (내부용) (https://www.notion.so/A-A-223286f326ff80c587ead1395d06302c?pvs=21),김채운 매니저
2025-08-18,,실리프팅 밸런스랩에서 받았어요ㅎㅎㅎ,https://cafe.naver.com/feko/9806111,,,,42,622,,,,A&A (내부용) (https://www.notion.so/A-A-223286f326ff80c587ead1395d06302c?pvs=21),김채운 매니저
2025-08-11,,투명브이리프팅 받기로 예약 잡아놨어요ㅎㅎ,https://cafe.naver.com/feko/9786825,,,,9,106,,,,A&A (내부용) (https://www.notion.so/A-A-223286f326ff80c587ead1395d06302c?pvs=21),김채운 매니저
2025-08-08,,실리프팅 상담 다녀왔어요!,https://cafe.naver.com/suddes/3943623,,,,1,8,,,,A&A (내부용) (https://www.notion.so/A-A-223286f326ff80c587ead1395d06302c?pvs=21),김채운 매니저
2025-08-06,,실리프팅 한달차 되가니까 효과 더 좋잖아요~,https://cafe.naver.com/feko/9770087,,,,8,112,,,,A&A (내부용) (https://www.notion.so/A-A-223286f326ff80c587ead1395d06302c?pvs=21),김채운 매니저
2025-07-31,,실리프팅 알아보시면 밸런스랩 가보세요,https://cafe.naver.com/fox5282/4303394,,,,11,323,,,,A&A (내부용) (https://www.notion.so/A-A-223286f326ff80c587ead1395d06302c?pvs=21),김채운 매니저
2025-07-30,,밸런스랩성형외과에서 실리프팅 받고 왔어요!,https://cafe.naver.com/feko/9746401,,,,7,250,,,,A&A (내부용) (https://www.notion.so/A-A-223286f326ff80c587ead1395d06302c?pvs=21),김채운 매니저
2025-07-25,,실리프팅 엄마가 더 효과 잘나오네요!?,https://cafe.naver.com/feko/9731761,,,,9,61,,,,A&A (내부용) (https://www.notion.so/A-A-223286f326ff80c587ead1395d06302c?pvs=21),김채운 매니저
2025-07-23,,밸런스랩 라포엘실 이거 좋아요!,https://cafe.naver.com/juliett00/1474324,,,,3,11,,,,A&A (내부용) (https://www.notion.so/A-A-223286f326ff80c587ead1395d06302c?pvs=21),김채운 매니저
2025-07-17,,라포엘실 실리프팅 효과 너무 좋아요!,https://cafe.naver.com/feko/9703060,,,,0,136,,,,A&A (내부용) (https://www.notion.so/A-A-223286f326ff80c587ead1395d06302c?pvs=21),김채운 매니저
2025-07-15,,실리프팅 받고왔어요!,https://cafe.naver.com/fox5282/4269255,,,,2,28,,,,A&A (내부용) (https://www.notion.so/A-A-223286f326ff80c587ead1395d06302c?pvs=21),김채운 매니저
2025-07-09,,실리프팅 밸런스랩에서 하기로 햇어요!,https://cafe.naver.com/feko/9675629,,,,27,253,,,,A&A (내부용) (https://www.notion.so/A-A-223286f326ff80c587ead1395d06302c?pvs=21),김채운 매니저
2025-07-08,,실리프팅 받은지 한달 되가요!,https://cafe.naver.com/fox5282/4256893,,,,0,87,,,,A&A (내부용) (https://www.notion.so/A-A-223286f326ff80c587ead1395d06302c?pvs=21),김채운 매니저
2025-07-04,,살처짐에 실리프팅이 효과 짱이긴하네요,https://cafe.naver.com/suddes/3928433,,,,3,53,,,,A&A (내부용) (https://www.notion.so/A-A-223286f326ff80c587ead1395d06302c?pvs=21),김채운 매니저
2025-07-03,,,https://cafe.naver.com/feko/9653837,,,,0,0,,,,A&A (내부용) (https://www.notion.so/A-A-223286f326ff80c587ead1395d06302c?pvs=21),김채운 매니저
2025-07-01,,밸런스랩 투명브이리프팅 받기로 했어요~,https://cafe.naver.com/fox5282/4244902,,,,2,219,,,,A&A (내부용) (https://www.notion.so/A-A-223286f326ff80c587ead1395d06302c?pvs=21),김채운 매니저
