날짜,,글 제목,게시글 URL,,,,댓글,조회수,,,,병원,작업자
2026-01-12,,언니도 실리프팅 한다해서 강남12 상담 다녀왔어요,https://cafe.naver.com/feko/10291755,,,,5,50,,,,강남12의원 (내부용) (https://www.notion.so/12-223286f326ff800a87b5d7b5f47a6b12?pvs=21),김채운 매니저
2026-01-12,,강남12 실리프팅 한달반 솔직 후기,https://cafe.naver.com/feko/10291019,,,,25,194,,,,강남12의원 (내부용) (https://www.notion.so/12-223286f326ff800a87b5d7b5f47a6b12?pvs=21),조숙현 팀장
2026-01-09,,엄마 실리프팅 강남12의원 상담하고 시술예약까지!!,https://cafe.naver.com/feko/10284337,,,,10,100,,,,강남12의원 (내부용) (https://www.notion.so/12-223286f326ff800a87b5d7b5f47a6b12?pvs=21),조숙현 팀장
2026-01-08,,강남12에서 실리프팅 한지 두달 정도 된 거 같아요,https://cafe.naver.com/feko/10280197,,,,3,109,,,,강남12의원 (내부용) (https://www.notion.so/12-223286f326ff800a87b5d7b5f47a6b12?pvs=21),조숙현 팀장
2026-01-07,,강남12의원 실리프팅 상담 후기,https://cafe.naver.com/feko/10274386,,,,31,372,,,,강남12의원 (내부용) (https://www.notion.so/12-223286f326ff800a87b5d7b5f47a6b12?pvs=21),조숙현 팀장
2026-01-07,,울쎄라피프라임까지 강남12에서 받았어요ㅎㅎ,https://cafe.naver.com/feko/10274038,,,,4,51,,,,강남12의원 (내부용) (https://www.notion.so/12-223286f326ff800a87b5d7b5f47a6b12?pvs=21),김채운 매니저
2026-01-06,,강남12의원에서 실리프팅 받기로 예약 잡았어요~,https://cafe.naver.com/feko/10269430,,,,6,77,,,,강남12의원 (내부용) (https://www.notion.so/12-223286f326ff800a87b5d7b5f47a6b12?pvs=21),김채운 매니저
2026-01-05,,강남12에서 울쎄라피 프라임 받은 후기,https://cafe.naver.com/feko/10267953,,,,7,59,,,,강남12의원 (내부용) (https://www.notion.so/12-223286f326ff800a87b5d7b5f47a6b12?pvs=21),조숙현 팀장
2026-01-02,,실리프팅 상담 다녀보니까 알겠어요,https://cafe.naver.com/feko/10261078,,,,6,100,,,,강남12의원 (내부용) (https://www.notion.so/12-223286f326ff800a87b5d7b5f47a6b12?pvs=21),김채운 매니저
2025-12-31,,12월31일 병원후기,https://abr.ge/86g1dx5,,,,,,,,,강남12의원 (내부용) (https://www.notion.so/12-223286f326ff800a87b5d7b5f47a6b12?pvs=21),조숙현 팀장
2025-12-26,,실리프팅 상담부터 시술까지 다 받았어요!,https://cafe.naver.com/feko/10239733,,,,8,62,,,,강남12의원 (내부용) (https://www.notion.so/12-223286f326ff800a87b5d7b5f47a6b12?pvs=21),김채운 매니저
2025-12-22,,12월20일 업로드 ,https://abr.ge/2rgoi7,,,,,,,,,강남12의원 (내부용) (https://www.notion.so/12-223286f326ff800a87b5d7b5f47a6b12?pvs=21),조숙현 팀장
2025-12-22,,12월20일 업로드 ,https://abr.ge/701wdb,,,,,,,,,강남12의원 (내부용) (https://www.notion.so/12-223286f326ff800a87b5d7b5f47a6b12?pvs=21),조숙현 팀장
2025-12-22,,12월18일 업로드 ,https://abr.ge/j3uwod,,,,,,,,,강남12의원 (내부용) (https://www.notion.so/12-223286f326ff800a87b5d7b5f47a6b12?pvs=21),조숙현 팀장
2025-12-22,,실리프팅 진짜 요물 맞는 듯용 (한달차 후기),https://cafe.naver.com/feko/10229083,,,,4,166,,,,강남12의원 (내부용) (https://www.notion.so/12-223286f326ff800a87b5d7b5f47a6b12?pvs=21),조숙현 팀장
2025-12-22,,엄마 실리프팅 딸 울쎄라피 프라임 같이 받은 후기요~,https://cafe.naver.com/feko/10224233,,,,12,157,,,,강남12의원 (내부용) (https://www.notion.so/12-223286f326ff800a87b5d7b5f47a6b12?pvs=21),조숙현 팀장
2025-12-19,,실리프팅 시간 지나니까 점점 라인 잡히네요!?,https://cafe.naver.com/feko/10220471,,,,19,127,,,,강남12의원 (내부용) (https://www.notion.so/12-223286f326ff800a87b5d7b5f47a6b12?pvs=21),김채운 매니저
2025-12-18,,12월18일 업로드,https://abr.ge/5xd4qpy,,,,,,,,,강남12의원 (내부용) (https://www.notion.so/12-223286f326ff800a87b5d7b5f47a6b12?pvs=21),조숙현 팀장
2025-12-18,,12월16일 업로드 ,https://abr.ge/a2plnp,,,,,,,,,강남12의원 (내부용) (https://www.notion.so/12-223286f326ff800a87b5d7b5f47a6b12?pvs=21),조숙현 팀장
2025-12-17,,실리프팅 한 달 차에 울쎄라피 프라임 받은 후기,https://cafe.naver.com/feko/10212542,,,,4,90,,,,강남12의원 (내부용) (https://www.notion.so/12-223286f326ff800a87b5d7b5f47a6b12?pvs=21),조숙현 팀장
2025-12-17,,강남12에서 엄마랑 같이 실리프팅 당일시술 받고왔어요,https://cafe.naver.com/feko/10211023,,,,18,69,,,,강남12의원 (내부용) (https://www.notion.so/12-223286f326ff800a87b5d7b5f47a6b12?pvs=21),김채운 매니저
2025-12-16,,12월9일,https://abr.ge/hbp99t,,,,,,,,,강남12의원 (내부용) (https://www.notion.so/12-223286f326ff800a87b5d7b5f47a6b12?pvs=21),조숙현 팀장
2025-12-16,,12월10일,https://abr.ge/pp1xxcc,,,,,,,,,강남12의원 (내부용) (https://www.notion.so/12-223286f326ff800a87b5d7b5f47a6b12?pvs=21),조숙현 팀장
2025-12-16,,12월11일,https://abr.ge/nbdhc8,,,,,,,,,강남12의원 (내부용) (https://www.notion.so/12-223286f326ff800a87b5d7b5f47a6b12?pvs=21),조숙현 팀장
2025-12-16,,12월11일,https://abr.ge/zxloef,,,,,,,,,강남12의원 (내부용) (https://www.notion.so/12-223286f326ff800a87b5d7b5f47a6b12?pvs=21),조숙현 팀장
2025-12-16,,12월14일,https://abr.ge/oqywi3,,,,,,,,,강남12의원 (내부용) (https://www.notion.so/12-223286f326ff800a87b5d7b5f47a6b12?pvs=21),조숙현 팀장
2025-12-16,,12월14일,https://abr.ge/d20aw0,,,,,,,,,강남12의원 (내부용) (https://www.notion.so/12-223286f326ff800a87b5d7b5f47a6b12?pvs=21),조숙현 팀장
2025-12-16,,12월14일,https://abr.ge/ji3usa5,,,,,,,,,강남12의원 (내부용) (https://www.notion.so/12-223286f326ff800a87b5d7b5f47a6b12?pvs=21),조숙현 팀장
2025-12-16,,12월15일,https://abr.ge/2lily20,,,,,,,,,강남12의원 (내부용) (https://www.notion.so/12-223286f326ff800a87b5d7b5f47a6b12?pvs=21),조숙현 팀장
2025-12-16,,강남12 원장님 실리프팅 손기술👍👍,https://cafe.naver.com/feko/10206094,,,,25,185,,,,강남12의원 (내부용) (https://www.notion.so/12-223286f326ff800a87b5d7b5f47a6b12?pvs=21),김채운 매니저
2025-12-15,,강남12 실리프팅 상담 후기,https://cafe.naver.com/feko/10204131,,,,68,363,,,,강남12의원 (내부용) (https://www.notion.so/12-223286f326ff800a87b5d7b5f47a6b12?pvs=21),조숙현 팀장
2025-12-15,,실리프팅이 효과 좋긴 좋네요?,https://cafe.naver.com/feko/10201229,,,,14,128,,,,강남12의원 (내부용) (https://www.notion.so/12-223286f326ff800a87b5d7b5f47a6b12?pvs=21),김채운 매니저
2025-12-10,,내일 강남12에서 울쎄라피프라임이랑 실리프팅 받아요~!,https://cafe.naver.com/feko/10185934,,,,12,124,,,,강남12의원 (내부용) (https://www.notion.so/12-223286f326ff800a87b5d7b5f47a6b12?pvs=21),김채운 매니저
2025-12-09,,강남12 실리프팅 시술후기 라인정리 효과 진짜좋아요,https://cafe.naver.com/feko/10184418,,,,73,471,,,,강남12의원 (내부용) (https://www.notion.so/12-223286f326ff800a87b5d7b5f47a6b12?pvs=21),조숙현 팀장
2025-12-08,,강남역 울쎄라+실리프팅 상담 후기,https://cafe.naver.com/feko/10178551,,,,4,142,,,,강남12의원 (내부용) (https://www.notion.so/12-223286f326ff800a87b5d7b5f47a6b12?pvs=21),조숙현 팀장
2025-12-08,,저번주에 강남12에서 실리프팅 받고왔는데,https://cafe.naver.com/feko/10177050,,,,20,157,,,,강남12의원 (내부용) (https://www.notion.so/12-223286f326ff800a87b5d7b5f47a6b12?pvs=21),김채운 매니저
2025-12-04,,실리프팅 고민이신분들 강남12 꼭 가보세요,https://cafe.naver.com/suddes/3995544,,,,3,30,,,,강남12의원 (내부용) (https://www.notion.so/12-223286f326ff800a87b5d7b5f47a6b12?pvs=21),김채운 매니저
2025-12-04,,실리프팅 받고 주말에 쉬어주려구요!,https://cafe.naver.com/feko/10166240,,,,7,48,,,,강남12의원 (내부용) (https://www.notion.so/12-223286f326ff800a87b5d7b5f47a6b12?pvs=21),김채운 매니저
2025-12-03,,실리프팅 2주차 솔직 후기에용,https://cafe.naver.com/feko/10164814,,,,14,263,,,,강남12의원 (내부용) (https://www.notion.so/12-223286f326ff800a87b5d7b5f47a6b12?pvs=21),조숙현 팀장
2025-12-02,,강남12 실리프팅 두달 차 후기 남겨요,https://cafe.naver.com/feko/10160011,,,,24,246,,,,강남12의원 (내부용) (https://www.notion.so/12-223286f326ff800a87b5d7b5f47a6b12?pvs=21),조숙현 팀장
2025-12-02,,, https://abr.ge/wyns8m,,,,,,,,,강남12의원 (내부용) (https://www.notion.so/12-223286f326ff800a87b5d7b5f47a6b12?pvs=21),홍채이
2025-12-02,,,https://abr.ge/6v52s6,,,,,,,,,강남12의원 (내부용) (https://www.notion.so/12-223286f326ff800a87b5d7b5f47a6b12?pvs=21),홍채이
2025-12-02,,강남12 실리프팅 효과 너무 좋아요,https://cafe.naver.com/feko/10156872,,,,51,586,,,,강남12의원 (내부용) (https://www.notion.so/12-223286f326ff800a87b5d7b5f47a6b12?pvs=21),김채운 매니저
2025-11-27,,,,,,,,,,,,강남12의원 (내부용) (https://www.notion.so/12-223286f326ff800a87b5d7b5f47a6b12?pvs=21),홍채이
2025-11-27,,강남12에서 실리프팅 받고 왔어요~!!,https://cafe.naver.com/feko/10141503,,,,22,140,,,,강남12의원 (내부용) (https://www.notion.so/12-223286f326ff800a87b5d7b5f47a6b12?pvs=21),김채운 매니저
2025-11-27,,,https://gnun.link/comm/3672738,,,,,,,,,강남12의원 (내부용) (https://www.notion.so/12-223286f326ff800a87b5d7b5f47a6b12?pvs=21),홍채이
2025-11-26,,엄마 실리프팅 엄청 만족한다네요!,https://cafe.naver.com/feko/10136748,,,,11,58,,,,강남12의원 (내부용) (https://www.notion.so/12-223286f326ff800a87b5d7b5f47a6b12?pvs=21),김채운 매니저
2025-11-25,,,https://gnun.link/comm/3669665,,,,,,,,,강남12의원 (내부용) (https://www.notion.so/12-223286f326ff800a87b5d7b5f47a6b12?pvs=21),홍채이
2025-11-25,,,https://abr.ge/3ddz8f,,,,,,,,,강남12의원 (내부용) (https://www.notion.so/12-223286f326ff800a87b5d7b5f47a6b12?pvs=21),홍채이
2025-11-25,,실리프팅 당일시술 받았어요ㅎㅎ,https://install.babitalk.com/?link_code=v7hohz&type=talks&id=7542101,,,,,,,,,강남12의원 (내부용) (https://www.notion.so/12-223286f326ff800a87b5d7b5f47a6b12?pvs=21),김채운 매니저
2025-11-25,,강남12에서 실리프팅 당일시술 받고왔어요!,https://cafe.naver.com/feko/10131969,,,,24,161,,,,강남12의원 (내부용) (https://www.notion.so/12-223286f326ff800a87b5d7b5f47a6b12?pvs=21),김채운 매니저
2025-11-24,,,https://abr.ge/2j6sh5,,,,,,,,,강남12의원 (내부용) (https://www.notion.so/12-223286f326ff800a87b5d7b5f47a6b12?pvs=21),홍채이
2025-11-24,,,https://abr.ge/bfv7dr,,,,,,,,,강남12의원 (내부용) (https://www.notion.so/12-223286f326ff800a87b5d7b5f47a6b12?pvs=21),홍채이
2025-11-21,,,https://abr.ge/07tdc2,,,,,,,,,강남12의원 (내부용) (https://www.notion.so/12-223286f326ff800a87b5d7b5f47a6b12?pvs=21),홍채이
2025-11-21,,,https://abr.ge/zb54s5,,,,,,,,,강남12의원 (내부용) (https://www.notion.so/12-223286f326ff800a87b5d7b5f47a6b12?pvs=21),홍채이
2025-11-21,,엄마도 강남12에서 실리프팅 완료~!,https://cafe.naver.com/feko/10121443,,,,20,178,,,,강남12의원 (내부용) (https://www.notion.so/12-223286f326ff800a87b5d7b5f47a6b12?pvs=21),김채운 매니저
2025-11-20,,엄마랑 같이 실리프팅 받고올게!,https://install.babitalk.com/?link_code=v7hohz&type=talks&id=7534037,,,,,,,,,강남12의원 (내부용) (https://www.notion.so/12-223286f326ff800a87b5d7b5f47a6b12?pvs=21),김채운 매니저
2025-11-20,,,https://abr.ge/31unrl,,,,,,,,,강남12의원 (내부용) (https://www.notion.so/12-223286f326ff800a87b5d7b5f47a6b12?pvs=21),홍채이
2025-11-20,,실리프팅 상담 다녀왔지요~!!,https://cafe.naver.com/feko/10119509,,,,10,71,,,,강남12의원 (내부용) (https://www.notion.so/12-223286f326ff800a87b5d7b5f47a6b12?pvs=21),문나래 매니저
2025-11-20,,,https://abr.ge/77gi5f1,,,,,,,,,강남12의원 (내부용) (https://www.notion.so/12-223286f326ff800a87b5d7b5f47a6b12?pvs=21),홍채이
2025-11-20,,이따가 엄마도 실리프팅 상담가요ㅎㅎ,https://cafe.naver.com/feko/10116549,,,,4,41,,,,강남12의원 (내부용) (https://www.notion.so/12-223286f326ff800a87b5d7b5f47a6b12?pvs=21),김채운 매니저
2025-11-19,,실리프팅 시술 후기,https://cafe.naver.com/feko/10115038,,,,13,108,,,,강남12의원 (내부용) (https://www.notion.so/12-223286f326ff800a87b5d7b5f47a6b12?pvs=21),문나래 매니저
2025-11-19,,강남12에서 상담 받고 바로 실리프팅도 하고 왔어용,https://cafe.naver.com/feko/10115006,,,,1,68,,,,강남12의원 (내부용) (https://www.notion.so/12-223286f326ff800a87b5d7b5f47a6b12?pvs=21),문나래 매니저
2025-11-18,,,https://abr.ge/ny8kd8,,,,,,,,,강남12의원 (내부용) (https://www.notion.so/12-223286f326ff800a87b5d7b5f47a6b12?pvs=21),홍채이
2025-11-18,,,https://abr.ge/9w9j4i,,,,,,,,,강남12의원 (내부용) (https://www.notion.so/12-223286f326ff800a87b5d7b5f47a6b12?pvs=21),홍채이
2025-11-18,,엄마 실리프팅 상담받고 강남12에서 시술받아요!,https://cafe.naver.com/feko/10107353,,,,4,59,,,,강남12의원 (내부용) (https://www.notion.so/12-223286f326ff800a87b5d7b5f47a6b12?pvs=21),김채운 매니저
2025-11-17,,,https://abr.ge/kvda09,,,,,,,,,강남12의원 (내부용) (https://www.notion.so/12-223286f326ff800a87b5d7b5f47a6b12?pvs=21),홍채이
2025-11-17,,,https://abr.ge/ikotbn,,,,,,,,,강남12의원 (내부용) (https://www.notion.so/12-223286f326ff800a87b5d7b5f47a6b12?pvs=21),홍채이
2025-11-17,,,https://cafe.naver.com/feko/10104304,,,,0,0,,,,강남12의원 (내부용) (https://www.notion.so/12-223286f326ff800a87b5d7b5f47a6b12?pvs=21),문나래 매니저
2025-11-17,,실리프팅 효과 진짜 좋네요,https://cafe.naver.com/feko/10103966,,,,4,75,,,,강남12의원 (내부용) (https://www.notion.so/12-223286f326ff800a87b5d7b5f47a6b12?pvs=21),문나래 매니저
2025-11-17,,강남12에서 실리프팅 받고 왔다!,https://cafe.naver.com/feko/10103488,,,,14,145,,,,강남12의원 (내부용) (https://www.notion.so/12-223286f326ff800a87b5d7b5f47a6b12?pvs=21),김채운 매니저
2025-11-14,,,https://abr.ge/j81ls7,,,,,,,,,강남12의원 (내부용) (https://www.notion.so/12-223286f326ff800a87b5d7b5f47a6b12?pvs=21),홍채이
2025-11-14,,,https://abr.ge/hwfkrx,,,,,,,,,강남12의원 (내부용) (https://www.notion.so/12-223286f326ff800a87b5d7b5f47a6b12?pvs=21),홍채이
2025-11-14,,실리프팅 상담 후기,https://cafe.naver.com/feko/10098167,,,,3,68,,,,강남12의원 (내부용) (https://www.notion.so/12-223286f326ff800a87b5d7b5f47a6b12?pvs=21),문나래 매니저
2025-11-13,,,https://abr.ge/qjx2gx,,,,,,,,,강남12의원 (내부용) (https://www.notion.so/12-223286f326ff800a87b5d7b5f47a6b12?pvs=21),홍채이
2025-11-13,,,https://abr.ge/5znabq,,,,,,,,,강남12의원 (내부용) (https://www.notion.so/12-223286f326ff800a87b5d7b5f47a6b12?pvs=21),홍채이
2025-11-13,,강남12 원장님 실리프팅 깔끔하게 잘해주네요!,https://cafe.naver.com/feko/10092510,,,,6,81,,,,강남12의원 (내부용) (https://www.notion.so/12-223286f326ff800a87b5d7b5f47a6b12?pvs=21),김채운 매니저
2025-11-12,,어제 실리프팅 받고왔어요!,https://install.babitalk.com/?link_code=v7hohz&type=talks&id=7517997,,,,,,,,,강남12의원 (내부용) (https://www.notion.so/12-223286f326ff800a87b5d7b5f47a6b12?pvs=21),김채운 매니저
2025-11-12,,,,,,,,,,,,강남12의원 (내부용) (https://www.notion.so/12-223286f326ff800a87b5d7b5f47a6b12?pvs=21),홍채이
2025-11-12,,,,,,,,,,,,강남12의원 (내부용) (https://www.notion.so/12-223286f326ff800a87b5d7b5f47a6b12?pvs=21),홍채이
2025-11-12,,실리프팅 상담 여러군데 돌아보시는거 추천해요!,https://cafe.naver.com/feko/10094404,,,,4,111,,,,강남12의원 (내부용) (https://www.notion.so/12-223286f326ff800a87b5d7b5f47a6b12?pvs=21),김채운 매니저
2025-11-11,,,https://abr.ge/k36993y,,,,,,,,,강남12의원 (내부용) (https://www.notion.so/12-223286f326ff800a87b5d7b5f47a6b12?pvs=21),홍채이
2025-11-11,,,https://abr.ge/1gl5h9,,,,,,,,,강남12의원 (내부용) (https://www.notion.so/12-223286f326ff800a87b5d7b5f47a6b12?pvs=21),홍채이
2025-11-11,,강남12 실리프팅 시술 후기,https://cafe.naver.com/feko/10083389,,,,18,142,,,,강남12의원 (내부용) (https://www.notion.so/12-223286f326ff800a87b5d7b5f47a6b12?pvs=21),김채운 매니저
2025-11-10,,실리프팅 강남12 상담 후기에용,https://cafe.naver.com/feko/10080176,,,,50,359,,,,강남12의원 (내부용) (https://www.notion.so/12-223286f326ff800a87b5d7b5f47a6b12?pvs=21),문나래 매니저
2025-11-10,,실리프팅 받은 후기,https://cafe.naver.com/feko/10079553,,,,4,83,,,,강남12의원 (내부용) (https://www.notion.so/12-223286f326ff800a87b5d7b5f47a6b12?pvs=21),문나래 매니저
2025-11-10,,강남12 원장님한테 실리프팅 받고왔어요!,https://cafe.naver.com/feko/10078268,,,,8,99,,,,강남12의원 (내부용) (https://www.notion.so/12-223286f326ff800a87b5d7b5f47a6b12?pvs=21),김채운 매니저
2025-11-07,,실리프팅 당일시술 받고옴!,https://install.babitalk.com/?link_code=v7hohz&type=talks&id=7509830,,,,,,,,,강남12의원 (내부용) (https://www.notion.so/12-223286f326ff800a87b5d7b5f47a6b12?pvs=21),김채운 매니저
2025-11-07,,,https://abr.ge/70ahw9e,,,,,,,,,강남12의원 (내부용) (https://www.notion.so/12-223286f326ff800a87b5d7b5f47a6b12?pvs=21),홍채이
2025-11-07,,,https://abr.ge/73fkod0,,,,,,,,,강남12의원 (내부용) (https://www.notion.so/12-223286f326ff800a87b5d7b5f47a6b12?pvs=21),홍채이
2025-11-06,,,https://abr.ge/cnv7m1,,,,,,,,,강남12의원 (내부용) (https://www.notion.so/12-223286f326ff800a87b5d7b5f47a6b12?pvs=21),홍채이
2025-11-06,,,,,,,,,,,,강남12의원 (내부용) (https://www.notion.so/12-223286f326ff800a87b5d7b5f47a6b12?pvs=21),홍채이
2025-11-06,,효도 실리프팅 하러 다녀왔어용,https://cafe.naver.com/feko/10069746,,,,0,77,,,,강남12의원 (내부용) (https://www.notion.so/12-223286f326ff800a87b5d7b5f47a6b12?pvs=21),문나래 매니저
2025-11-05,,엄마랑 같이 실리프팅 받았어요!,https://install.babitalk.com/?link_code=v7hohz&type=talks&id=7504979,,,,,,,,,강남12의원 (내부용) (https://www.notion.so/12-223286f326ff800a87b5d7b5f47a6b12?pvs=21),김채운 매니저
2025-11-05,,,https://abr.ge/rybzy6,,,,,,,,,강남12의원 (내부용) (https://www.notion.so/12-223286f326ff800a87b5d7b5f47a6b12?pvs=21),홍채이
2025-11-05,,,https://abr.ge/f7phq3,,,,,,,,,강남12의원 (내부용) (https://www.notion.so/12-223286f326ff800a87b5d7b5f47a6b12?pvs=21),홍채이
2025-11-05,,실리프팅은 무조건 원장님 경력 중요해요!!!,https://cafe.naver.com/feko/10063780,,,,5,61,,,,강남12의원 (내부용) (https://www.notion.so/12-223286f326ff800a87b5d7b5f47a6b12?pvs=21),김채운 매니저
2025-11-04,,,https://abr.ge/q9z3n3,,,,,,,,,강남12의원 (내부용) (https://www.notion.so/12-223286f326ff800a87b5d7b5f47a6b12?pvs=21),홍채이
2025-11-04,,,https://abr.ge/6hcols,,,,,,,,,강남12의원 (내부용) (https://www.notion.so/12-223286f326ff800a87b5d7b5f47a6b12?pvs=21),홍채이
2025-11-04,,,https://install.babitalk.com/?link_code=bnmmbk&type=reviews&id=7502390,,,,,38,,,,강남12의원 (내부용) (https://www.notion.so/12-223286f326ff800a87b5d7b5f47a6b12?pvs=21),김채운 매니저
2025-11-04,,,,,,,,,,,,강남12의원 (내부용) (https://www.notion.so/12-223286f326ff800a87b5d7b5f47a6b12?pvs=21),홍채이
2025-11-04,,,,,,,,,,,,강남12의원 (내부용) (https://www.notion.so/12-223286f326ff800a87b5d7b5f47a6b12?pvs=21),홍채이
2025-11-04,,오전에 강남12에서 콘셀티나 실리프팅 하고 왔어요!,https://cafe.naver.com/fox5282/4479018,,,,3,151,,,,강남12의원 (내부용) (https://www.notion.so/12-223286f326ff800a87b5d7b5f47a6b12?pvs=21),문나래 매니저
2025-11-04,,저도 오늘 실리프팅 하고 왔어요!,https://cafe.naver.com/feko/10061601,,,,4,101,,,,강남12의원 (내부용) (https://www.notion.so/12-223286f326ff800a87b5d7b5f47a6b12?pvs=21),문나래 매니저
2025-11-03,,,https://abr.ge/vvf43ix,,,,,,,,,강남12의원 (내부용) (https://www.notion.so/12-223286f326ff800a87b5d7b5f47a6b12?pvs=21),홍채이
2025-11-03,,,https://abr.ge/em4n50h,,,,,,,,,강남12의원 (내부용) (https://www.notion.so/12-223286f326ff800a87b5d7b5f47a6b12?pvs=21),홍채이
2025-11-03,,실리프팅 강남12 상담 후기,https://cafe.naver.com/fox5282/4475985,,,,0,27,,,,강남12의원 (내부용) (https://www.notion.so/12-223286f326ff800a87b5d7b5f47a6b12?pvs=21),문나래 매니저
2025-11-03,,강남12 실리프팅 상담후기,https://cafe.naver.com/feko/10057228,,,,1,188,,,,강남12의원 (내부용) (https://www.notion.so/12-223286f326ff800a87b5d7b5f47a6b12?pvs=21),문나래 매니저
2025-10-31,,엄마랑 같이 실리프팅 상담 다녀온 후기?!,https://cafe.naver.com/fox5282/4471519,,,,5,23,,,,강남12의원 (내부용) (https://www.notion.so/12-223286f326ff800a87b5d7b5f47a6b12?pvs=21),문나래 매니저
2025-10-31,,엄마랑 실리프팅 상담 다녀왔어요!,https://cafe.naver.com/feko/10050377,,,,3,44,,,,강남12의원 (내부용) (https://www.notion.so/12-223286f326ff800a87b5d7b5f47a6b12?pvs=21),문나래 매니저
2025-10-30,,,https://install.babitalk.com/?link_code=bnmmbk&type=reviews&id=7493747,,,,,,,,,강남12의원 (내부용) (https://www.notion.so/12-223286f326ff800a87b5d7b5f47a6b12?pvs=21),김채운 매니저
2025-10-29,,,https://abr.ge/341j0c,,,,,,,,,강남12의원 (내부용) (https://www.notion.so/12-223286f326ff800a87b5d7b5f47a6b12?pvs=21),홍채이
2025-10-29,,,https://abr.ge/nber6av,,,,,,,,,강남12의원 (내부용) (https://www.notion.so/12-223286f326ff800a87b5d7b5f47a6b12?pvs=21),홍채이
2025-10-29,,엄마 실리프팅 강남12에서 받았는데 잘됐어요,https://cafe.naver.com/fox5282/4465640,,,,3,40,,,,강남12의원 (내부용) (https://www.notion.so/12-223286f326ff800a87b5d7b5f47a6b12?pvs=21),김채운 매니저
2025-10-28,,,https://install.babitalk.com/?link_code=bnmmbk&type=reviews&id=7488669,,,,,,,,,강남12의원 (내부용) (https://www.notion.so/12-223286f326ff800a87b5d7b5f47a6b12?pvs=21),김채운 매니저
2025-10-28,,,https://abr.ge/28tzl3,,,,,,,,,강남12의원 (내부용) (https://www.notion.so/12-223286f326ff800a87b5d7b5f47a6b12?pvs=21),홍채이
2025-10-28,,,https://abr.ge/29a6zka,,,,,,,,,강남12의원 (내부용) (https://www.notion.so/12-223286f326ff800a87b5d7b5f47a6b12?pvs=21),홍채이
2025-10-28,,강남12 실리프팅 상담 완료~,https://cafe.naver.com/feko/10037375,,,,0,489,,,,강남12의원 (내부용) (https://www.notion.so/12-223286f326ff800a87b5d7b5f47a6b12?pvs=21),김채운 매니저
2025-10-28,,엄마 실리프팅 받고 너무 만족해하네요,https://cafe.naver.com/feko/10037411,,,,2,36,,,,강남12의원 (내부용) (https://www.notion.so/12-223286f326ff800a87b5d7b5f47a6b12?pvs=21),김채운 매니저
2025-10-28,,실리프팅 받은지 일주일쯤 됐는데 붓기가 많이 없어요,https://cafe.naver.com/feko/10037359,,,,5,77,,,,강남12의원 (내부용) (https://www.notion.so/12-223286f326ff800a87b5d7b5f47a6b12?pvs=21),문나래 매니저
