날짜,,글 제목,게시글 URL,,,,댓글,조회수,,,,병원,작업자
2025-12-04,,이중턱도 신경쓰이네요ㅠㅠ,https://cafe.naver.com/feko/10168969,,,,12,51,,,,A&A (내부용) (https://www.notion.so/A-A-223286f326ff80c587ead1395d06302c?pvs=21),김채운 매니저
2025-12-03,,리프팅 회복 어느정도 걸려요?,https://cafe.naver.com/feko/10161810,,,,7,174,,,,A&A (내부용) (https://www.notion.so/A-A-223286f326ff80c587ead1395d06302c?pvs=21),김채운 매니저
2025-12-02,,실리프팅 상담 몇군데가요?,https://cafe.naver.com/suddes/3994316,,,,10,31,,,,A&A (내부용) (https://www.notion.so/A-A-223286f326ff80c587ead1395d06302c?pvs=21),김채운 매니저
2025-11-28,,실은 상담가면 알려주나요?,https://cafe.naver.com/feko/10147393,,,,13,132,,,,A&A (내부용) (https://www.notion.so/A-A-223286f326ff80c587ead1395d06302c?pvs=21),김채운 매니저
2025-11-26,,실리프팅 자연스럽게 잘하는곳?,https://cafe.naver.com/suddes/3991358,,,,15,61,,,,A&A (내부용) (https://www.notion.so/A-A-223286f326ff80c587ead1395d06302c?pvs=21),김채운 매니저
2025-11-24,,요즘 실리프팅 많이하네요~!?,https://cafe.naver.com/feko/10127433,,,,11,107,,,,A&A (내부용) (https://www.notion.so/A-A-223286f326ff80c587ead1395d06302c?pvs=21),김채운 매니저
2025-11-21,,이지혜님 실리프팅 했을때가 더...,https://cafe.naver.com/feko/10123827,,,,7,580,,,,A&A (내부용) (https://www.notion.so/A-A-223286f326ff80c587ead1395d06302c?pvs=21),김채운 매니저
2025-11-20,,팔자주름 어떻게 하는게 좋을까요?ㅠ,https://cafe.naver.com/suddes/3988530,,,,16,51,,,,A&A (내부용) (https://www.notion.so/A-A-223286f326ff80c587ead1395d06302c?pvs=21),김채운 매니저
2025-11-20,,이지혜 얼굴 점점 더 예뻐지네요...,https://cafe.naver.com/feko/10116862,,,,5,172,,,,A&A (내부용) (https://www.notion.so/A-A-223286f326ff80c587ead1395d06302c?pvs=21),김채운 매니저
2025-11-17,,내일 실리프팅 상담가는데 뭐 챙겨갈게있나요?,https://cafe.naver.com/feko/10103592,,,,4,51,,,,A&A (내부용) (https://www.notion.so/A-A-223286f326ff80c587ead1395d06302c?pvs=21),김채운 매니저
2025-11-13,,실리프팅 대기 오래걸릴까요!?,https://cafe.naver.com/suddes/3985207,,,,3,24,,,,A&A (내부용) (https://www.notion.so/A-A-223286f326ff80c587ead1395d06302c?pvs=21),김채운 매니저
2025-11-12,,실리프팅 겨울에 받는게 더 좋다면서요!?,https://cafe.naver.com/feko/10087825,,,,3,88,,,,A&A (내부용) (https://www.notion.so/A-A-223286f326ff80c587ead1395d06302c?pvs=21),김채운 매니저
2025-11-11,,엄마 실리프팅 상담 같이 다녀오려구용ㅎ,https://cafe.naver.com/feko/10083992,,,,4,45,,,,A&A (내부용) (https://www.notion.so/A-A-223286f326ff80c587ead1395d06302c?pvs=21),김채운 매니저
2025-11-10,,내일 실리프팅 상담 돌아보려구요,https://cafe.naver.com/feko/10078508,,,,8,52,,,,A&A (내부용) (https://www.notion.so/A-A-223286f326ff80c587ead1395d06302c?pvs=21),김채운 매니저
2025-11-07,,팔자주름이랑 심부볼 어떻게 없애죠,https://cafe.naver.com/feko/10072808,,,,24,396,,,,A&A (내부용) (https://www.notion.so/A-A-223286f326ff80c587ead1395d06302c?pvs=21),김채운 매니저
2025-11-05,,신사주변 실리프팅 병원 알려주세요,https://cafe.naver.com/feko/10064158,,,,18,211,,,,A&A (내부용) (https://www.notion.so/A-A-223286f326ff80c587ead1395d06302c?pvs=21),김채운 매니저
2025-11-04,,실리프팅 알아보고 있어요!,https://cafe.naver.com/fox5282/4477947,,,,12,69,,,,A&A (내부용) (https://www.notion.so/A-A-223286f326ff80c587ead1395d06302c?pvs=21),김채운 매니저
2025-10-31,,실리프팅 두군데 예약 잡겠어요~,https://cafe.naver.com/feko/10051219,,,,3,59,,,,A&A (내부용) (https://www.notion.so/A-A-223286f326ff80c587ead1395d06302c?pvs=21),김채운 매니저
2025-10-31,,실리프팅 다운타임 얼마나 갈까요!?,https://cafe.naver.com/feko/10050868,,,,7,231,,,,A&A (내부용) (https://www.notion.so/A-A-223286f326ff80c587ead1395d06302c?pvs=21),김채운 매니저
2025-10-30,,유지력 좋은 실 추천해주세요,https://cafe.naver.com/suddes/3978738,,,,12,33,,,,A&A (내부용) (https://www.notion.so/A-A-223286f326ff80c587ead1395d06302c?pvs=21),김채운 매니저
2025-10-30,,이지혜 실리프팅 병원??,https://cafe.naver.com/feko/10046194,,,,31,4990,,,,A&A (내부용) (https://www.notion.so/A-A-223286f326ff80c587ead1395d06302c?pvs=21),김채운 매니저
2025-10-29,,실리프팅 알아보고 있는데요,https://cafe.naver.com/fox5282/4465966,,,,6,54,,,,A&A (내부용) (https://www.notion.so/A-A-223286f326ff80c587ead1395d06302c?pvs=21),김채운 매니저
2025-10-28,,실리프팅 유지력 긴 실이 따로 있나요?,https://cafe.naver.com/feko/10037726,,,,9,93,,,,A&A (내부용) (https://www.notion.so/A-A-223286f326ff80c587ead1395d06302c?pvs=21),김채운 매니저
2025-10-27,,50대 실리프팅 어때요??,https://cafe.naver.com/feko/10033317,,,,15,366,,,,A&A (내부용) (https://www.notion.so/A-A-223286f326ff80c587ead1395d06302c?pvs=21),김채운 매니저
2025-10-27,,이따 밸런스랩 실리프팅 상담가용!!,https://cafe.naver.com/feko/10032804,,,,4,405,,,,A&A (내부용) (https://www.notion.so/A-A-223286f326ff80c587ead1395d06302c?pvs=21),김채운 매니저
2025-10-24,,,https://cafe.naver.com/fox5282/4457066,,,,0,0,,,,A&A (내부용) (https://www.notion.so/A-A-223286f326ff80c587ead1395d06302c?pvs=21),김채운 매니저
2025-10-24,,실리프팅 시급하니까 밸런스랩성형외과 먼저 가볼까봐요,https://cafe.naver.com/feko/10026974,,,,6,525,,,,A&A (내부용) (https://www.notion.so/A-A-223286f326ff80c587ead1395d06302c?pvs=21),김채운 매니저
2025-10-23,,내일 실리프팅 상담가서 몇줄 넣을지 비교해보면 되겠죠!?,https://cafe.naver.com/feko/10022529,,,,4,124,,,,A&A (내부용) (https://www.notion.so/A-A-223286f326ff80c587ead1395d06302c?pvs=21),김채운 매니저
2025-10-23,,결국 엄마도 실리프팅 받기로 했어요ㅋㅋ,https://cafe.naver.com/feko/10022475,,,,3,92,,,,A&A (내부용) (https://www.notion.so/A-A-223286f326ff80c587ead1395d06302c?pvs=21),김채운 매니저
2025-10-22,,밸런스랩성형외과 실리프팅 받고싶어요!!!,https://cafe.naver.com/fox5282/4452143,,,,3,222,,,,A&A (내부용) (https://www.notion.so/A-A-223286f326ff80c587ead1395d06302c?pvs=21),김채운 매니저
2025-10-22,,밸런스랩 실리프팅 대기 많을까요!?ㅠㅠㅠ,https://cafe.naver.com/feko/10017793,,,,2,642,,,,A&A (내부용) (https://www.notion.so/A-A-223286f326ff80c587ead1395d06302c?pvs=21),김채운 매니저
2025-10-21,,이지혜 실리프팅한거 보고 확실해졌어요!,https://cafe.naver.com/feko/10014064,,,,6,108,,,,A&A (내부용) (https://www.notion.so/A-A-223286f326ff80c587ead1395d06302c?pvs=21),김채운 매니저
2025-10-17,,실리프팅 유지력 오래가는 실 뭐있어요?,https://cafe.naver.com/feko/10002834,,,,8,187,,,,A&A (내부용) (https://www.notion.so/A-A-223286f326ff80c587ead1395d06302c?pvs=21),김채운 매니저
2025-10-16,,이지혜 실리프팅 솔직히 너무 잘된거같아요!!!,https://cafe.naver.com/feko/9997784,,,,6,315,,,,A&A (내부용) (https://www.notion.so/A-A-223286f326ff80c587ead1395d06302c?pvs=21),김채운 매니저
2025-10-14,,이지혜님 실리프팅 효과보고 꽂혔어요....!!!,https://cafe.naver.com/feko/9988795,,,,5,870,,,,A&A (내부용) (https://www.notion.so/A-A-223286f326ff80c587ead1395d06302c?pvs=21),김채운 매니저
2025-10-10,,연휴 내내 엄마랑 같이 병원 알아봤어요ㅋㅋㅋ,https://cafe.naver.com/feko/9976540,,,,8,86,,,,A&A (내부용) (https://www.notion.so/A-A-223286f326ff80c587ead1395d06302c?pvs=21),김채운 매니저
2025-10-02,,엄마랑 같이 실리프팅 받고싶어요!,https://cafe.naver.com/feko/9965957,,,,7,95,,,,A&A (내부용) (https://www.notion.so/A-A-223286f326ff80c587ead1395d06302c?pvs=21),김채운 매니저
2025-10-01,,실리프팅 실 몇줄 정도 넣어요?,https://cafe.naver.com/feko/9961215,,,,8,199,,,,A&A (내부용) (https://www.notion.so/A-A-223286f326ff80c587ead1395d06302c?pvs=21),김채운 매니저
2025-09-30,,실리프팅 알아보고 있는데....,https://cafe.naver.com/fox5282/4418797,,,,9,43,,,,A&A (내부용) (https://www.notion.so/A-A-223286f326ff80c587ead1395d06302c?pvs=21),김채운 매니저
2025-09-25,,얼굴 살처짐이 너무 잘 보여요ㅠㅠ,https://cafe.naver.com/feko/9943294,,,,14,133,,,,A&A (내부용) (https://www.notion.so/A-A-223286f326ff80c587ead1395d06302c?pvs=21),김채운 매니저
2025-09-22,,내일 실리프팅 상담 받아보고 결정하려구요,https://cafe.naver.com/feko/9928165,,,,7,48,,,,A&A (내부용) (https://www.notion.so/A-A-223286f326ff80c587ead1395d06302c?pvs=21),김채운 매니저
2025-09-17,,유지력 오래가는 실 추천해주세요,https://cafe.naver.com/feko/9912998,,,,5,106,,,,A&A (내부용) (https://www.notion.so/A-A-223286f326ff80c587ead1395d06302c?pvs=21),김채운 매니저
2025-09-11,,연휴전에 실리프팅 받으면 회복 되겠죠!?,https://cafe.naver.com/feko/9893357,,,,2,62,,,,A&A (내부용) (https://www.notion.so/A-A-223286f326ff80c587ead1395d06302c?pvs=21),김채운 매니저
2025-09-10,,실리프팅 회복 어느정도 잡아야해요!?,https://cafe.naver.com/feko/9889844,,,,5,94,,,,A&A (내부용) (https://www.notion.so/A-A-223286f326ff80c587ead1395d06302c?pvs=21),김채운 매니저
2025-09-05,,"밸런스랩, 위버스 실리프팅 상담 가볼거에요!",https://cafe.naver.com/feko/9873410,,,,10,287,,,,A&A (내부용) (https://www.notion.so/A-A-223286f326ff80c587ead1395d06302c?pvs=21),김채운 매니저
2025-09-04,,실리프팅 한달이면 붓기 빠지겠죠?,https://cafe.naver.com/feko/9869079,,,,7,190,,,,A&A (내부용) (https://www.notion.so/A-A-223286f326ff80c587ead1395d06302c?pvs=21),김채운 매니저
2025-09-02,,엄마 실리프팅 효과 좋겠죠!?,https://cafe.naver.com/suddes/3954057,,,,2,14,,,,A&A (내부용) (https://www.notion.so/A-A-223286f326ff80c587ead1395d06302c?pvs=21),김채운 매니저
2025-09-01,,실리프팅 효과 어느정도 가요?,https://cafe.naver.com/feko/9855933,,,,5,116,,,,A&A (내부용) (https://www.notion.so/A-A-223286f326ff80c587ead1395d06302c?pvs=21),김채운 매니저
2025-08-28,,실리프팅으로 얼굴형 갸름해질수있을까요?,https://cafe.naver.com/feko/9844731,,,,17,207,,,,A&A (내부용) (https://www.notion.so/A-A-223286f326ff80c587ead1395d06302c?pvs=21),김채운 매니저
2025-08-27,,실리프팅 알아볼때 중요하게 봐야하나는거 있을까요?,https://cafe.naver.com/suddes/3951319,,,,7,22,,,,A&A (내부용) (https://www.notion.so/A-A-223286f326ff80c587ead1395d06302c?pvs=21),김채운 매니저
2025-08-27,,중년분들 실리프팅 어떤실 많이 사용해요?,https://cafe.naver.com/feko/9840350,,,,8,97,,,,A&A (내부용) (https://www.notion.so/A-A-223286f326ff80c587ead1395d06302c?pvs=21),김채운 매니저
2025-08-26,,효과 좋고 유지력 오래가는 실 알려주세요,https://cafe.naver.com/feko/9835918,,,,7,69,,,,A&A (내부용) (https://www.notion.so/A-A-223286f326ff80c587ead1395d06302c?pvs=21),김채운 매니저
2025-08-22,,엄마 실리프팅 효과 좋을까요?,https://cafe.naver.com/feko/9824814,,,,14,143,,,,A&A (내부용) (https://www.notion.so/A-A-223286f326ff80c587ead1395d06302c?pvs=21),김채운 매니저
2025-08-21,,유지력 오래가는 실 알려주세요~!,https://cafe.naver.com/suddes/3948577,,,,4,20,,,,A&A (내부용) (https://www.notion.so/A-A-223286f326ff80c587ead1395d06302c?pvs=21),김채운 매니저
2025-08-20,,실리프팅 어디서 받아야 효과 좋을까요,https://cafe.naver.com/feko/9815911,,,,17,137,,,,A&A (내부용) (https://www.notion.so/A-A-223286f326ff80c587ead1395d06302c?pvs=21),김채운 매니저
2025-08-19,,실리프팅 실종류 다양한곳으로 알아보고싶어요,https://cafe.naver.com/feko/9810904,,,,11,94,,,,A&A (내부용) (https://www.notion.so/A-A-223286f326ff80c587ead1395d06302c?pvs=21),김채운 매니저
2025-08-14,,실리프팅 중안부 짧아보일까요?,https://cafe.naver.com/suddes/3945955,,,,4,16,,,,A&A (내부용) (https://www.notion.so/A-A-223286f326ff80c587ead1395d06302c?pvs=21),김채운 매니저
2025-08-13,,실리프팅 병원 세군데면 충분하겠죠?,https://cafe.naver.com/suddes/3945401,,,,6,19,,,,A&A (내부용) (https://www.notion.so/A-A-223286f326ff80c587ead1395d06302c?pvs=21),김채운 매니저
2025-08-12,,실리프팅 붓기랑 멍 심한편인가용?,https://cafe.naver.com/feko/9789559,,,,6,270,,,,A&A (내부용) (https://www.notion.so/A-A-223286f326ff80c587ead1395d06302c?pvs=21),김채운 매니저
2025-08-07,,팔자주름엔 어떤실이 효과 좋은가요?,https://cafe.naver.com/feko/9774404,,,,11,232,,,,A&A (내부용) (https://www.notion.so/A-A-223286f326ff80c587ead1395d06302c?pvs=21),김채운 매니저
2025-08-05,,실리프팅 어디로 가는게 좋을까요,https://cafe.naver.com/suddes/3941748,,,,14,50,,,,A&A (내부용) (https://www.notion.so/A-A-223286f326ff80c587ead1395d06302c?pvs=21),김채운 매니저
2025-08-04,,실리프팅 상담 가보는게 좋겠어요,https://cafe.naver.com/feko/9760751,,,,8,42,,,,A&A (내부용) (https://www.notion.so/A-A-223286f326ff80c587ead1395d06302c?pvs=21),김채운 매니저
2025-07-29,,잘하는 병원 너무 많네요....!!!,https://cafe.naver.com/feko/9742008,,,,9,77,,,,A&A (내부용) (https://www.notion.so/A-A-223286f326ff80c587ead1395d06302c?pvs=21),김채운 매니저
2025-07-28,,실리프팅으로 팔자주름 개선 가능해요?,https://cafe.naver.com/feko/9737793,,,,9,131,,,,A&A (내부용) (https://www.notion.so/A-A-223286f326ff80c587ead1395d06302c?pvs=21),김채운 매니저
2025-07-24,,실리프팅 다시 하고싶어요,https://cafe.naver.com/fox5282/4290393,,,,7,82,,,,A&A (내부용) (https://www.notion.so/A-A-223286f326ff80c587ead1395d06302c?pvs=21),김채운 매니저
2025-07-22,,실리프팅 잘하는곳 알려주세요!,https://cafe.naver.com/suddes/3935700,,,,12,35,,,,A&A (내부용) (https://www.notion.so/A-A-223286f326ff80c587ead1395d06302c?pvs=21),김채운 매니저
2025-07-21,,실리프팅 다시하려는데 괜찮은 병원 어디있을까요,https://cafe.naver.com/feko/9713524,,,,17,187,,,,A&A (내부용) (https://www.notion.so/A-A-223286f326ff80c587ead1395d06302c?pvs=21),김채운 매니저
2025-07-16,,엄마도 실리프팅 받으면 효과 좋을까요?,https://cafe.naver.com/feko/9698834,,,,6,34,,,,A&A (내부용) (https://www.notion.so/A-A-223286f326ff80c587ead1395d06302c?pvs=21),김채운 매니저
2025-07-14,,,https://cafe.naver.com/suddes/3932037,,,,0,0,,,,A&A (내부용) (https://www.notion.so/A-A-223286f326ff80c587ead1395d06302c?pvs=21),김채운 매니저
2025-07-11,,심부볼? 이거 실리프팅으로 개선 가능하겠죠?,https://cafe.naver.com/feko/9684528,,,,4,86,,,,A&A (내부용) (https://www.notion.so/A-A-223286f326ff80c587ead1395d06302c?pvs=21),김채운 매니저
2025-07-07,,실리프팅으로 턱선 살릴수있을까요?ㅠ,https://cafe.naver.com/feko/9665496,,,,10,123,,,,A&A (내부용) (https://www.notion.so/A-A-223286f326ff80c587ead1395d06302c?pvs=21),김채운 매니저
